username,date,tweet,fullname
@KodamKasuari,2025-03-28 07:56,"Kodim 1804/Kaimana ikut melaksanakan pengamanan Operasi ketupat di Kaimana.
Pos Pam tergelar di  5 titik.

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",Kodam XVIII/Kasuari
@kodamhasanuddin,2025-03-28 07:47,"Rakyat bersama TNI melaksanakan tugas negara.

Manunggal Air Bersih: Wujud Nyata Kepedulian TNI untuk Rakyat

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@KodamKasuari,2025-03-28 07:45,"Pererat Sinergi dan Silaturahmi Kodim 1804/Kaimana dan Polres Kaimana Buka Puasa Bersama  Kodim 1804/Kaimana dan Polres Kaimana buka puasa bersama di tanjung simora, Kab.Kaimana, Papua Barat, Kamis (27/03/2025).  

#TNIAD #TNIADBerjuangBersamaRakyat #TNIADBekerjaDenganHati #TNIAD",Kodam XVIII/Kasuari
@1420_sidrap,2025-03-28 06:54,"Sinergitas TNI-Polri Dandim 1420/Sidrap, Polres Sidrap dan Forkopimda Sidrap Awasi Pos Pengamanan Operasi Ketupat 2025.
Kamis (27/3/2025). 

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim 1420 Sidrap
@kodam_mlw,2025-03-28 06:26,"Sinergitas TNI - Polri Kodim 1009/Tanah Laut & Polres Tanah Laut Berbagi Takjil Bulan Ramadhan. (Kamis, 27/03/2025)

#kodamvimulawarman
#tniad
#tniprima
#TniPolri
#marhabanyaramadhan",Kodam VI/Mulawarman
@pendim0822bws,2025-03-28 06:25,"PEMBAGIAN SARGAL SATGAS PAMTAS RI-PNG YONIF 112 DHARMA JAYA POS TINGGI NAMBUT
#TNIAD #TNIADBerjuangBersamaRakyat #TNIADBekerjaDenganHati #TNIADdihatiRakyat #tniadyangprima #bondowoso #kodim0822bondowoso",Kodim 0822 Bondowoso
@KodamJayakarta,2025-03-28 06:23,"Pangdam Jaya : Tugas Cuti Lebaran - Zero Accident !!
instagram.com/reel/DHu4ZPLPT…

#tniadmengabdidanmembangunbersamarakyat #tniad #tniadprima #kodamjaya #pangdamjaya",Kodam Jaya/Jayakarta
@WajoKodim,2025-03-28 06:13,"Babinsa Koramil 1406-10/Pitumpanua Dampingi Kegiatan Posyandu di Desa Alesilurunge
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-28 06:13,"Babinsa Koramil 1406-09/Sajoanging Koordinasi dengan Polsek Terkait Pengamanan Malam Takbiran
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-28 06:12,"Babinsa Koramil 1406-08/Sabbangparu Dampingi Panen Jagung di Desa Pasaka
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@AlorKodim,2025-03-28 06:12,"Babinsa Dan Warga Gotong Royong Buka Jalan Tani

Penulis:Faisal.M
#tniad 
#tniprima 
#tnibersamarakyat 
#tnidihatirakyat
#tnimengabdidanmembangunbersamarakyat
#prajaraksakaperdulirakyat

Cek berita selengkapnya disini>>
arashnews.com/2025/03/babins…",Kodim 1622 Alor
@Kodam12Tpr,2025-03-28 06:12,"Selamat Hari Raya Nyepi.
""Tahun Baru Saka 1947""
#tni
#tniad
#TNIADBerjuangBersamaRakyat #kodamtanjungpura #pangdamxiitanjungpura #jamallulael",Kodam Tanjungpura
@WajoKodim,2025-03-28 06:11,"Babinsa Koramil 1406-07/Takkalalla Pantau Harga Sembako di Pasar Rakyat Peneki
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-28 06:10,"Babinsa Koramil 1406-06/Pammana Ajak Warga Jaga Kebersihan Lingkungan
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-28 06:09,"Babinsa Koramil 1406-05/Majauleng Dampingi Pemantauan Perkembangan Tanaman Padi di Desa Tajo
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-28 06:09,"Babinsa Koramil 1406-04/Belawa Jalin Silaturahmi dengan Warga Melalui Komsos
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@KodamJayakarta,2025-03-28 06:08,"Khitanan Gratis Koramil 02/Batuceper Kodim 0506/Tangerang
instagram.com/reel/DHu3Q2ZPV…

#tniadmengabdidanmembangunbersamarakyat #tniad #tniadprima #kodamjaya #kodim0506 #khitangratis",Kodam Jaya/Jayakarta
@WajoKodim,2025-03-28 06:07,"Babinsa Koramil 1406-03/Maniangpajo Laksanakan Pengamanan Pos Lebaran di Jalan Poros Sengkang-Palopo
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-28 06:06,"Koramil 1406-02/Tanasitolo Bersama Warga Gotong Royong Renovasi Masjid Al Ittihad
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-28 06:05,"Babinsa Koramil 1406-01/Tempe Beri Himbauan Keamanan di Pasar Mini Siengkang
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@kodim1421pangk2,2025-03-28 06:03,"Rakyat bersama TNI melaksanakan tugas negara.

Sinergi TNI dan Masyarakat dalam Karya Bakti, Bersih lapangan sambut Lebaran

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin 
#korem141toddopuli",Info Kodim Pangkep
@Kodim_Tator,2025-03-28 06:00,"Babinsa Koramil 1414-06/Sangalla Serka Ardhi melaksanakan komsos bersama Masyarakat binaan di Lembang/Desa Batualu Kec. Sangalla Selatan Kab. Tana Toraja.
Jumat, 28/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@Kodim_Tator,2025-03-28 05:58,"Babinsa Koramil 1414-01/Makale Praka Muklis melaksanakan kegiatan ketahanan pangan bersama Masyarakat binaan di Kel. Tampo Kec. Makale Kab. Tanah Toraja.
Jumat, 28/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@kodamhasanuddin,2025-03-28 05:40,"567 Bintara TNI AD Resmi Dilantik, Pangdam XIV/Hasanuddin: Bintara Adalah Tulang Punggung Satuan, Jadilah Prajurit Profesional

""Pelantikan 567 Bintara TNI AD: Awal Pengabdian Sebagai Prajurit Profesional""

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@kodamhasanuddin,2025-03-28 05:23,"Pangdam XIV/Hasanuddin Pimpin Apel Pemberangkatan Cuti Nyepi dan Idul Fitri 1446 H, Serahkan Bingkisan Lebaran, serta Resmikan Renovasi Asrama

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@kodamhasanuddin,2025-03-28 05:02,"Rakyat bersama TNI melaksanakan tugas negara.

Sinergi TNI dan Masyarakat dalam Karya Bakti, Bersih lapangan sambut Lebaran

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@1420_sidrap,2025-03-28 04:27,"Anggota Koramil dan Polres Sidrap Jamin Keamanan Sholat Tarawih di Masjid Raya Pangkajene.
Kamis (27/3/2025)

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim 1420 Sidrap
@KodamJayakarta,2025-03-28 04:11,"Koramil 04/Keb. Lama Berbagi Berkah Takjil untuk Buka Puasa

#tniadmengabdidanmembangunbersamarakyat #tniad #tniadprima #kodamjaya #kebayoranlama #takjilgratis",Kodam Jaya/Jayakarta
@KodamJayakarta,2025-03-28 04:04,"Pembuatan Akte untuk Anak - anak Panti Asuhan oleh Kodim 0509/Kabupaten Bekasi

#tniadmengabdidanmembangunbersamarakyat #tniad #tniadprima #kodamjaya #kodim0509 #kabupatenbekasi",Kodam Jaya/Jayakarta
@kodimainjai,2025-03-28 03:57,"TNI dan Polri Peduli Sosial, Personel Koramil 06/Sinjai Borong dan Polsek Sinjai Borong Bagikan Takjil untuk Warga di depan Kantor Koramil 06/Sinjai Borong, Dusun Paroppo, Kel Pasir Putih, Kec Sinjai Borong, Kab Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-28 03:53,"Sinergitas TNI-POLRI, Koramil 1424-06/Sinjai Borong bersama Polsek Sinjai Borong Bagikan Sembako kepada Warga Kurang Mampu di Kelurahan Pasir Putih, Kecamatan Sinjai Borong, Kabupaten Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@KodamJayakarta,2025-03-28 03:47,"Pesantren Kilat Yayasan Fajar Qolbi

#tniadmengabdidanmembangunbersamarakyat #tniad #tniadprima #kodamjaya #kodim0503 #jakartabarat",Kodam Jaya/Jayakarta
@1420_sidrap,2025-03-28 03:24,"Dandim Beserta Babinsa Koramil 1420-05/Dua Pitue Mengdiri Kegiatan safari ramadhan yang dilaksanakan Forkopinda Kab. Sidrap.
(27/03/25)

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim 1420 Sidrap
@pendim0822bws,2025-03-28 03:21,"MONUMEN KASIH KARUNIA SATGAS YONMEK 203/AK
#TNIAD #TNIADBerjuangBersamaRakyat #TNIADBekerjaDenganHati #TNIADdihatiRakyat #tniadyangprima #bondowoso #kodim0822bondowoso",Kodim 0822 Bondowoso
@pendim0822bws,2025-03-28 03:02,"TNI AD MANUNGGAL AIR - AIR SUMBER KEHIDUPAN

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#tniadyangprima
#bondowoso
#kodim0822bondowoso",Kodim 0822 Bondowoso
@Pendim1613,2025-03-28 02:58,GERAK CEPAT YONIF 330 TD KOSTRADBANTU MASYARAKATKEC. CIMANGGUNG - KAB. SUMEDANG #kostrad #tni #tniad,KODIM 1613 SUMBA BARAT
@kodam_mlw,2025-03-28 02:50,"Karya Bakti Pembersihan Aliran Sungai Kodim 1002/Hulu Sungai Tengah

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodam VI/Mulawarman
@kodam_mlw,2025-03-28 02:45,"Karya Bakti Pasca Musibah Puting Beliung Kodim 1002/Hulu Sungai Tengah

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodam VI/Mulawarman
@kodam_mlw,2025-03-28 02:38,"Wiratama Masuk Dapur Satgas Yonif 623/Bhakti Wira Utama

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodam VI/Mulawarman
@kodim1421pangk2,2025-03-28 02:37,"Rakyat bersama TNI melaksanakan tugas negara.

Darma Bakti TNI untuk Negeri: Hadir, Peduli, dan Mengabdi dalam Penanggulangan Bencana

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin 
#korem141toddopuli",Info Kodim Pangkep
@kodamhasanuddin,2025-03-28 02:28,"Rakyat bersama TNI melaksanakan tugas negara.

Darma Bakti TNI untuk Negeri: Hadir, Peduli, dan Mengabdi dalam Penanggulangan Bencana

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@kodam_mlw,2025-03-28 02:15,"Berbagi Takjil dan Makanan Untuk Berbuka Puasa, Kodim 1022/Tanah Bumbu dan Polres Tanah Bumbu. (27/03/2025)

#kodamvimulawarman
#tniad
#tniprima
#tni-polri",Kodam VI/Mulawarman
@takalar_kodim,2025-03-28 02:09,"Personel Koramil 1426-07/Pattallassang, Safari Sholat Subuh Berjamaah di Masjid Wilayah Binaan 

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim_Takalar
@kodam_mlw,2025-03-28 01:50,"Danrem 092/MrI Pastikan Kesiapan Pos Pengamanan ""Ketupat Kayan 2025"" Bersama FORKOPIMDA Kaltara (Kamis, 27/3)

#kodamvimulawarman
#tniad
#tniprima
#tni-polri",Kodam VI/Mulawarman
@takalar_kodim,2025-03-28 01:33,"Jelang Buka Puasa, Koramil 1426-06/Mapsu Bagi Takjil Kepada Para Pengguna Jalan 

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim_Takalar
@kodim0907,2025-03-28 00:46,"Wiratama Masuk Dapur Satgas Yonif 623/Bhakti Wira Utama

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodim0907/trk
@kodim0907,2025-03-28 00:42,"Karya Bakti Pasca Musibah Puting Beliung Kodim 1002/Hulu Sungai Tengah 

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodim0907/trk
@kodim0907,2025-03-28 00:36,"Karya Bakti Pembersihan Aliran Sungai Kodim 1002/Hulu Sungai Tengah 

#kodamvimulawarman
#selaluhadirditengahkesulitanmasyarakat
#tniad
#tniprima",Kodim0907/trk
@kodam_mlw,2025-03-28 00:21,"Samarinda - Indahnya Ramadhan 1446 H, SINERGITAS TNI-POLRI DI WILAYAH KOREM 091/ASN. Kamis, 27 Maret 2025.

#kodamvimulawarman
#tniad
#tniprima
#TniPolri
#marhabanyaramadhan",Kodam VI/Mulawarman
@kodam_mlw,2025-03-28 00:12,"Barabai - Indahnya Ramadhan 1446 H, TNI-Polri Barabai Bagikan Takiil Gratis, Wujud Kepedulian di
Bulan Ramadhan, Kamis 27 Maret 2025.

#kodamvimulawarman
#tniad
#tniprima
#TniPolri
#marhabanyaramadhan",Kodam VI/Mulawarman
@kodam_mlw,2025-03-28 00:09,"Tarakan - Indahnya Ramadhan 1446 H. Sinergi TNI POLRI Berbagi Takjil Untuk Masyarkat, Kamis, 27 Maret 2025.

#kodamvimulawarman
#tniad
#tniprima
#TniPolri
#marhabanyaramadhan",Kodam VI/Mulawarman
@kodimainjai,2025-03-28 00:05,"Dan Ramil 1424-01/Sinjai Utara Kodim 1424/Sinjai Komsos Hadiri Acara Buka Puasa Bersama Masyarakat di Masjid Nurul Imam Samaenre Kel. Bongki Kec. Sinjai Utara Kab Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-28 00:01,"Pers. Koramil 1424-05/Sinjai Selatan bersama Pers. Polsek Sinjai Selatan Bagikan Takjil Kepada Masyarakat di Kel. Sangiasseri Kec. Sinjai Selatan Kab Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-27 23:43,"TNI-POLRI dan Bhayangkari (Kodim 1424/Sinjai dan Polres Sinjai) Bagikan Takjil untuk Masyarakat di depan Kantor Polres Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
